"latitude","longitude","avgSummerPrecip"
44.696,-72.001,476.0136364
43.913,-72.834,484.8643182
44.191,-72.824,455.7625
43.277,-72.414,381.7495455
44.246,-72.179,462.4695455
43.91,-73.066,452.4063636
44.153,-72.427,451.0936364
44.272,-72.455,425.5788636
44.214,-72.573,445.5052273
44.336,-72.748,444.3195455
44.503,-72.49,487.105
44.205,-72.475,448.9713636
44.155,-72.312,484.2506818
44.35,-72.355,438.4075
44.499,-73.208,395.8743182
42.885,-72.558,433.03
44.195,-72.5,422.4390909
42.783,-72.915,548.1363636
44.23,-72.457,459.7872727
44.449,-72.249,505.9365909
44.469,-72.214,516.0640909
44.392,-72.439,453.6615909
44.015,-73.167,436.6084091
44.331,-72.95,535.325
44.995,-71.805,494.2704545
44.425,-72.412,459.3011364
44.935,-72.493,607.015
44.972,-72.386,457.2272727
44.982,-72.385,457.9279545
44.366,-72.775,455.4209091
43.55,-72.854,539.9634091
43.558,-72.797,586.0415909
43.675,-72.809,516.2611364
43.78,-73.096,428.3418182
43.84,-72.969,595.26
44.11,-73.002,491.0361364
44.049,-73.092,461.1661364
44.187,-72.658,453.49
43.906,-72.147,403.7572727
44.198,-72.559,454.4131818
44.425,-73.212,409.7488636
44.911,-72.275,501.9025
44.391,-72.246,501.3159091
44.469,-73.215,399.2313636
44.523,-72.224,524.1154545
42.757,-72.931,513.3254545
42.801,-71.818,446.8109091
43.792,-72.676,446.6702273
44.025,-73.394,387.9504545
44.558,-71.786,462.425
44.391,-72.444,453.6615909
29.115,-82.571,875.1465909
43.401,-72.411,383.0656818
44.66,-71.665,464.0084091
44.321,-73.065,489.6938636
43.974,-73.034,500.6163636
43.939,-72.958,555.2056818
44.352,-72.353,438.4075
44.285,-72.575,426.5856818
44.244,-72.549,420.6513636
44.311,-72.574,437.5547727
42.927,-72.71,462.7931818
44.741,-72.041,544.5604545
44.955,-71.898,521.1090909
44.87,-72.526,629.1868182
44.69,-72.361,481.0895455
44.574,-72.206,505.5140909
44.576,-72.198,520.6954545
44.798,-72.975,474.0438636
44.336,-73.021,490.4245455
43.876,-72.919,516.8647727
44.921,-71.976,529.3772727
44.854,-73.34,391.9229545
43.785,-72.44,429.5704545
44.55,-72.536,480.2520455
45.006,-71.917,568.1429545
43.635,-73.373,408.6806818
43.635,-72.456,436.9661364
44.132,-73.111,440.8429545
44.618,-72.049,491.5561364
44.112,-72.987,505.2384091
44.047,-73.118,437.8675
44.473,-72.568,548.9586364
44.31,-73.261,409.7688636
44.477,-73.196,422.6820455
44.781,-73.145,402.0881818
44.198,-73.343,399.2331818
44.306,-72.697,436.7943182
44.789,-71.823,466.8486364
44.536,-72.005,424.6529545
44.322,-73.027,521.5618182
43.482,-72.386,387.9918182
44.062,-73.282,478.9006818
43.425,-72.51,456.0961364
44.588,-73.191,417.1661364
44.072,-72.566,446.5947727
44.31,-72.573,443.6645455
44.205,-72.96,518.3143182
42.73,-72.549,502.3004545
43.629,-73.271,433.6102273
42.738,-72.51,446.3006818
43.356,-72.407,395.6606818
43.414,-72.405,382.09
44.615,-73.204,418.6970455
44.838,-72.266,462.4290909
47.076,-70.906,512.0397727
43.581,-73.128,481.3477273
42.744,-72.611,482.2461364
42.758,-72.633,503.45
43.586,-73.117,548.4438636
44.953,-72.883,471.0693182
43.297,-72.484,397.4854545
43.147,-72.888,504.0084091
44.343,-72.304,478.9068182
43.716,-73.187,441.1179545
44.374,-72.368,454.2115909
44.324,-72.31,492.4395455
44.397,-73.236,400.1906818
43.664,-73.393,421.2931818
44.464,-73.202,417.8170455
43.622,-72.935,470.4577273
44.327,-72.987,471.8715909
44.332,-72.95,535.325
43.611,-73.18,429.5947727
44.476,-73.213,408.3215909
44.491,-73.111,432.9447727
42.879,-73.08,586.795
45.789,-65.794,429.7006818
45.154,-66.911,433.5579545
45.799,-65.096,419.3006818
47.538,-64.969,364.5809091
45.819,-65.026,450.0836364
47.557,-64.938,361.1538636
47.291,-65.052,378.6365909
45.838,-65.035,427.1759091
45.286,-67.279,422.3072727
47.493,-65.244,392.5715909
47.345,-65.046,374.4761364
45.318,-67.207,453.2575
45.157,-66.722,436.1302273
47.585,-65.288,388.9881818
45.141,-63.029,450.5454545
45.208,-62.874,471.3113636
45.517,-64.328,397.0545455
45.088,-63.714,435.0686364
45.433,-63.715,399.2659091
45.573,-63.76,469.9159091
46.34,-62.47,382.4813636
46.955,-64.075,367.6370455
46.41,-62.754,374.3390909
46.326,-62.8,386.3777273
46.457,-62.483,385.3895455
46.445,-62.241,391.4593182
46.974,-64.089,362.8809091
46.08,-62.791,416.4181818
46.294,-62.7,383.3297727
46.415,-62.899,371.9490909
46.992,-64.023,361.2820455
46.466,-62.041,380.4225
46.428,-62.893,370.4043182
46.367,-62.331,382.3940909
46.385,-62.859,372.3431818
46.334,-62.766,392.9097727
41.344,-70.815,374.3209091
35.587,-83.842,513.0204545
42.305,-89.157,435.2256818
41.282,-77.723,506.5931818
45.074,-93.19,438.6434091
46.135,-89.888,421.2129545
43.041,-89.43,456.4322727
44.861,-93.003,420.7809091
35.438,-83.554,516.8097727
35.654,-83.437,753.2231818
45.077,-64.494,372.4538636
39.918,-86.186,411.3386364
42.35,-73.163,536.0940909
44.367,-71.55,432.3361364
44.383,-71.528,437.1170455
44.808,-71.738,484.4177273
41.909,-70.78,418.4625
40.712,-77.934,419.2090909
43.04,-89.43,456.4322727
35.952,-83.895,432.2820455
44.49,-63.87,400.6040909
45.83,-64.21,376.2913636
46.57,-60.68,570.4431818
44.38,-64.52,416.3879545
45.73,-64.21,393.3054545
45.62,-63.93,400.7054545
45.44,-63.46,405.6665909
44.98,-63.22,405.1020455
44.27,-64.84,422.8538636
44.57,-63.71,418.6234091
44.702,-63.855,431.3677273
45.47,-63.07,419.5420455
44.28,-64.27,421.9093182
45.28,-62.66,462.115
45.35,-63.16,431.6436364
44.38,-64.32,417.1368182
46.33,-61.1,428.0772727
44.97,-62.66,477.5688636
44.69,-63.15,403.6868182
44.9,-63.83,448.7259091
44.55,-63.64,415.6836364
45.38,-63.16,428.04
44.72,-73.08,445.7418182
44.49,-63.92,400.5734091
44.77,-63.85,449.2304545
44.67,-63.26,403.3956818
45.09,-63.4,401.73
45.42,-63.21,428.4959091
44.48,-64.63,413.5452273
44.37,-64.58,434.0261364
45.1,-64.25,384.3222727
45.67,-62.98,398.6852273
45.27,-61.29,481.5086364
45.88,-61.92,416.6459091
45.05,-63.21,425.055
45.74,-61.42,488.1227273
45.67,-62.79,386.3068182
45.66,-62.52,387.4468182
45.04,-63.15,412.8040909
45.73,-63.87,378.9979545
45.81,-62.56,393.5084091
45.29,-62.66,457.7004545
44.68,-65.78,412.0643182
45.37,-63.27,389.6140909
44.25,-66.37,373.0979545
45.42,-62.67,426.9438636
43.86,-64.83,403.2565909
45.47,-64.1,474.165
44.87,-63.62,418.6484091
44.65,-63.58,416.3570455
47.53,-53.9,456.3363636
45.02,-62,462.7418182
44.6,-63.52,409.8790909
45.52,-62.67,399.6384091
43.8,-65.3,396.7597727
50.272,-64.15,389.4565909
50.5,-63.25,415.705
50.322,-64.421,397.5586364
50.311,-64.497,398.3859091
44.764,-92.817,441.1238636
44.797,-92.824,451.1502273
44.828,-92.944,436.4877273
44.926,-92.8,431.9484091
44.971,-92.903,445.9511364
44.981,-92.993,449.1613636
45.007,-92.786,442.7679545
45.019,-93.146,436.0565909
45.188,-93.635,414.9461364
45.317,-93.581,443.2390909
44.847,-92.791,453.5756818
44.68,-71.709,497.0506818
44.316,-72.848,511.7822727
42.787,-76.094,453.3011364
40.73,-77.763,479.9220455
46.322,-63.413,426.6559091
47.531,-93.469,404.7118182
39.96,-87.066,422.7922727
42.519,-74.145,441.5009091
41.403,-78.026,446.5534091
43.777,-73.966,431.7443182
35.745,-82.278,684.8468182
42.888,-72.862,522.9995455
43.414,-72.706,465.1663636
41.978,-89.357,427.8634091
42.014,-88.252,420.7940909
44.374,-68.071,408.5761364
44.127,-68.351,403.5263636
46.082,-89.821,427.0870455
44.156,-68.666,391.3147727
44.003,-71.42,500.8711364
43.078,-70.837,411.66
43.085,-70.837,414.1663636
33.539,-83.363,415.4075
39.486,-77.807,377.5581818
42.053,-71.817,471.8636364
42.199,-73.256,513.4438636
42.242,-73.282,521.5204545
42.315,-71.01,389.8479545
42.335,-73.175,522.5788636
42.455,-71.304,409.4747727
42.496,-71.626,416.3554545
42.614,-71.962,448.9734091
42.677,-71.673,435.2556818
42.735,-70.791,414.9031818
42.744,-70.796,417.4827273
42.832,-71.512,421.5747727
43.791,-71.018,437.1231818
44.01,-71.268,489.2409091
45.006,-68.64,375.695
46.134,-69.137,444.5672727
44.374,-71.521,440.0990909
42.181,-73.365,460.2320455
42.693,-71.592,417.8881818
42.745,-70.827,419.1806818
42.767,-70.917,410.8943182
43.09,-70.852,407.0490909
43.678,-70.857,447.5995455
44.345,-71.22,501.04
44.433,-71.32,495.1325
42.711,-70.78,416.3311364
44.367,-71.553,432.3361364
44.485,-71.338,475.8943182
29.275,-81.709,721.9370455
32.481,-83.572,463.5440909
33.407,-83.475,412.8088636
33.659,-83.293,408.8822727
33.902,-83.382,423.0084091
39.247,-84.276,404.7009091
41.81,-72.68,446.0915909
41.866,-70.685,419.6086364
41.943,-70.863,411.7790909
41.962,-73.267,522.94
42.015,-71.766,458.4936364
42.032,-72.745,456.7306818
42.067,-73.211,510.2402273
42.119,-73.182,525.7725
42.182,-73.269,495.4768182
42.194,-73.259,501.5270455
42.258,-70.873,402.5452273
42.312,-70.953,392.0695455
42.315,-71.034,389.0543182
42.317,-70.968,393.2661364
42.329,-70.927,391.3827273
42.333,-70.896,394.6606818
42.459,-72.641,438.5904545
42.51,-72.212,454.1088636
42.546,-72.09,443.2202273
42.586,-71.586,418.2406818
42.596,-72.037,445.1518182
42.601,-73.2,592.1752273
42.604,-71.564,430.2468182
42.628,-71.523,425.4597727
42.641,-71.528,421.3777273
42.66,-71.707,404.0763636
42.661,-71.562,418.3465909
42.682,-71.746,401.9027273
42.683,-71.908,466.2436364
42.684,-71.64,417.1529545
42.689,-71.552,415.6627273
42.697,-71.893,473.6443182
42.705,-71.928,453.4111364
42.707,-71.924,457.9890909
42.722,-71.607,426.1715909
42.738,-70.792,415.8943182
42.743,-70.792,417.4827273
44.008,-71.413,511.4288636
44.062,-71.659,488.8611364
44.096,-71.809,464.3972727
44.208,-69.828,393.3863636
44.253,-71.5,504.0759091
44.285,-72.576,426.5856818
44.311,-72.573,443.6645455
44.438,-71.307,492.4170455
44.777,-71.75,466.3409091
44.824,-71.254,452.3331818
44.828,-71.112,445.4384091
45.261,-68.219,396.9320455
45.516,-68.337,402.0263636
45.52,-68.222,416.3654545
44.938,-71.329,580.6956818
42.281,-70.899,400.1488636
42.581,-71.607,408.0218182
42.389,-72.528,444.2220455
43.944,-71.701,441.5802273
43.702,-72.29,399.6756818
43.29,-79.938,328.6822727
43.289,-79.938,328.6822727
46.141,-63.272,400.1938636
46.188,-63.235,381.9354545
46.212,-63.463,390.8634091
46.218,-63.263,385.7825
46.163,-63.229,390.5781818
46.196,-63.249,385.0202273
43.284,-79.94,328.6822727
43.286,-79.939,328.6822727
43.288,-79.937,328.6822727
28.538,-81.379,800.1343182
37.718,-88.865,397.5561364
39.556,-88.246,396.4579545
35.639,-78.48,519.4018182
35.249,-78.493,544.2872727
36.073,-79.79,442.9725
35.231,-80.846,433.5
35.649,-82.231,521.1186364
35.772,-78.639,493.3370455
35.693,-82.385,620.9990909
35.427,-82.557,472.9347727
35.216,-78.508,548.3272727
35.365,-80.081,494.5588636
35.613,-77.366,587.2420455
34.929,-77.083,712.4043182
33.922,-78.02,716.4406818
35.899,-80.557,427.0838636
34.734,-78.64,575.1904545
34.707,-78.554,583.0502273
35.729,-78.806,482.6254545
35.439,-80.049,471.0593182
35.664,-78.547,509.2972727
36.376,-77.056,510.4806818
35.78,-78.643,500.305
36.264,-82.128,487.4134091
35.559,-77.424,595.9413636
35.195,-78.487,549.4629545
34.92,-78.384,575.0440909
34.517,-77.837,718.7279545
34.755,-77.426,689.9209091
35.513,-77.1,587.6638636
34.8,-78.58,573.0609091
35.507,-78.741,510.3690909
35.977,-78.907,460.6225
35.698,-79.29,460.5936364
35.791,-78.781,495.2586364
35.461,-76.918,607.8454545
35.606,-77.374,591.8320455
35.12,-83.336,616.3686364
36.107,-82.104,610.4975
35.263,-80.854,436.2604545
35.053,-83.197,746.5172727
35.3,-82.626,565.1847727
35.761,-78.626,489.1859091
35.334,-81.865,457.7856818
36.017,-82.199,514.0077273
36.336,-81.56,536.0793182
36.705,-81.444,461.8359091
37.117,-75.97,480.8161364
36.702,-81.441,458.8340909
38.946,-77.384,431.64
35.944,-77.208,564.7609091
38.561,-79.01,470.8090909
39.226,-75.995,448.0625
44.306,-73.245,417.5184091
41.47,-72.874,455.4184091
41.308,-72.929,418.75
42.011,-73.276,470.9325
41.53,-72.334,466.9668182
44.436,-67.911,417.7095455
41.588,-71.868,437.5022727
41.831,-70.661,411.9836364
41.972,-73.162,523.9922727
44.429,-67.901,423.4102273
44.424,-67.893,417.5822727
43.962,-80.399,391.9347727
41.42,-72.67,493.2634091
41.268,-72.658,413.2295455
41.428,-72.836,431.7579545
41.58,-71.862,437.5022727
42.02,-73.467,570.7154545
41.996,-72.359,486.4513636
41.478,-72.265,458.7240909
41.29,-72.695,417.1777273
42.001,-72.834,466.8495455
41.115,-73.331,434.0370455
42.027,-73.159,510.9288636
41.19,-73.372,458.0527273
41.406,-72.906,440.9654545
41.326,-72.728,441.5184091
42.002,-72.972,506.9552273
41.973,-73.273,525.0006818
41.574,-73.053,468.0947727
41.967,-73.162,518.6661364
41.444,-72.582,486.9313636
41.406,-72.905,440.9654545
44.787,-68.815,386.6559091
42.06,-73.325,464.7270455
41.976,-73.357,467.3406818
42.513,-72.686,472.2375
42.885,-72.545,424.3581818
44.53,-68.401,400.3179545
42.143,-84.016,373.3865909
42.096,-84.101,381.0702273
42.702,-83.398,360.2986364
41.343,-72.763,435.5706818
42.326,-72.728,459.5704545
41.925,-72.886,522.9947727
40.927,-74.96,492.4875
41.75,-70.748,400.1031818
41.063,-75.36,549.4872727
41.086,-75.583,530.6336364
41.531,-72.727,478.4984091
44.648,-67.708,405.2011364
44.433,-67.909,417.7095455
44.396,-69.784,395.8404545
42.895,-72.986,589.0309091
42.846,-72.99,581.4940909
41.335,-72.913,425.2488636
41.331,-72.92,427.0936364
41.692,-71.82,441.5552273
41.408,-72.902,440.9654545
41.812,-72.071,467.4672727
41.661,-72.275,463.2818182
41.799,-72.068,472.6006818
41.417,-70.936,376.9940909
41.451,-70.922,378.9879545
41.471,-71.514,402.0936364
41.959,-73.202,516.7595455
49.014,-55.646,429.4081818
49.014,-55.645,429.4081818
49.02,-55.644,429.4081818
49.02,-55.645,436.2213636
49.008,-55.633,415.1129545
43.718,-72.268,403.9668182
43.543,-72.838,532.2986364
39.533,-74.687,430.5547727
40.058,-74.11,453.1138636
39.505,-74.613,420.0690909
39.516,-74.543,415.4515909
39.34,-74.575,384.6054545
39.328,-74.504,371.0911364
39.936,-74.909,457.5686364
40.265,-75.804,465.0134091
39.467,-74.548,406.3095455
39.491,-74.532,410.2475
39.29,-74.754,405.0470455
39.579,-75.092,453.0234091
37.46,-79.208,410.2906818
42.407,-85.401,401.1240909
42.304,-71.123,397.9931818
42.154,-88.136,424.0906818
44.267,-72.573,422.0693182
44.353,-68.201,443.8609091
44.057,-73.289,414.8381818
44.686,-72.34,486.4540909
43.112,-72.613,474.5722727
44.195,-72.499,422.4390909
44.199,-72.494,434.8634091
44.197,-72.501,422.4390909
44.195,-72.494,422.4390909
44.16,-72.447,450.2681818
44.223,-72.503,431.8609091
44.248,-72.435,463.9090909
44.231,-72.457,459.7872727
44.204,-72.474,448.9713636
44.235,-72.516,432.0609091
44.202,-72.455,472.0184091
44.748,-72.176,461.6477273
44.751,-72.167,478.2234091
42.853,-73.173,464.3415909
42.884,-73.21,454.8584091
42.857,-72.602,443.3072727
42.832,-72.561,441.1227273
42.885,-72.557,425.3252273
44.451,-73.227,402.0831818
44.444,-73.229,399.9445455
44.477,-73.211,408.3215909
44.481,-73.193,414.5611364
45.01,-71.605,477.3031818
44.278,-73.282,403.7809091
44.278,-73.216,442.8777273
34.01,-81.074,485.2831818
44.049,-72.201,427.5218182
44.053,-72.192,425.9320455
44.684,-72.362,487.9047727
44.642,-72.369,469.6002273
44.948,-72.134,479.615
44.264,-72.497,425.1563636
44.676,-72.517,510.1997727
44.919,-72.765,468.9731818
41.598,-70.835,388.5261364
44.182,-73.361,395.7559091
44.693,-72.29,544.0181818
44.317,-72.296,483.2913636
43.936,-72.96,555.2056818
43.53,-72.391,395.1727273
44.209,-73.036,509.7218182
43.691,-73.223,466.3161364
44.331,-72.948,535.325
44.939,-72.485,586.9393182
44.941,-72.467,533.9929545
44.453,-72.945,489.6011364
44.653,-72.741,476.1497727
43.218,-72.766,485.3034091
44.297,-72.395,430.5179545
44.315,-72.32,471.5786364
44.34,-72.372,439.1547727
44.356,-72.394,463.1552273
44.611,-73.212,402.5040909
44.273,-72.555,442.5488636
44.262,-72.575,422.0693182
44.287,-72.576,426.5856818
44.264,-72.57,422.0693182
44.262,-72.577,422.0693182
44.614,-72.502,494.2897727
44.576,-72.586,463.6047727
45.005,-71.798,486.9870455
44.995,-71.811,490.24
43.386,-73.212,437.2309091
41.958,-70.662,408.4381818
42.797,-73.264,432.695
42.063,-70.188,352.5697727
42.967,-72.523,425.1079545
43.185,-72.447,390.9470455
43.186,-72.452,390.9470455
43.826,-72.401,484.1663636
44.438,-73.177,430.3565909
43.298,-72.484,397.4854545
43.276,-72.413,381.7495455
43.261,-72.431,380.5295455
44.662,-72.071,505.9543182
44.921,-73.16,412.4138636
44.998,-72.401,458.5670455
43.875,-72.467,448.5354545
44.575,-72.922,505.9659091
44.192,-73.34,398.3815909
42.758,-72.5,440.3065909
44.528,-71.815,467.2115909
44.475,-72.189,538.7475
44.122,-72.842,513.685
38.889,-77.025,429.3631818
38.89,-77.035,429.3631818
44.332,-72.753,444.3195455
44.333,-72.731,455.2045455
41.359,-72.173,422.9906818
41.363,-72.182,421.2093182
41.883,-69.995,350.8195455
43.663,-73.395,421.2931818
44.78,-72.08,488.4056818
44.582,-72.198,520.6954545
44.426,-69.006,396.4006818
44.409,-68.248,398.8438636
43.339,-70.625,411.5747727
43.478,-70.565,400.0222727
43.514,-70.434,404.5872727
44.54,-68.443,396.0856818
41.672,-70.849,403.0770455
41.699,-70.111,353.7111364
44.907,-67.197,402.9372727
42.328,-72.747,457.0072727
42.293,-72.776,472.9425
42.297,-72.786,476.9854545
43.643,-72.524,441.185
43.974,-80.724,393.3872727
43.718,-80.257,363.8161364
44.67,-75.896,364.1922727
43.471,-80.152,356.7375
47.425,-84.484,442.6840909
48.587,-93.49,384.6429545
43.201,-79.815,338.2761364
45.493,-78.771,432.0795455
45.603,-78.403,405.1754545
45.575,-78.504,395.5045455
45.767,-78.501,414.6365909
45.469,-78.653,419.8929545
45.619,-78.856,444.6697727
45.501,-78.388,388.2370455
45.822,-78.759,430.0356818
45.586,-77.956,422.7818182
45.858,-77.751,391.4877273
45.559,-78.577,421.4156818
45.565,-78.568,424.0331818
45.582,-78.392,398.3040909
44.133,-76.717,317.4459091
44.146,-76.789,315.1020455
42.851,-79.552,352.4977273
44.752,-78.085,372.4311364
43.572,-80.36,350.0497727
43.536,-80.167,363.5047727
43.668,-81.018,381.2902273
42.77,-80.976,360.4625
44.387,-79.687,341.1040909
44.889,-79.805,343.8675
44.167,-77.384,319.7359091
44.166,-77.454,323.5513636
44.19,-76.381,336.0881818
43.785,-80.307,378.9393182
43.375,-80.374,362.1936364
44.487,-80.304,356.8875
48.8,-94.575,380.1786364
43.906,-78.675,326.9813636
43.826,-79.603,329.3043182
44.108,-79.559,328.2245455
43.685,-79.756,328.3497727
43.685,-79.367,314.5372727
44.038,-77.735,325.8236364
44.03,-77.777,331.7961364
44.592,-75.68,361.4070455
44.583,-75.683,359.0220455
45.191,-81.578,303.0027273
45.211,-81.556,307.355
45.213,-81.49,317.9677273
45.19,-81.421,314.3322727
43.317,-79.8,300.6861364
45.252,-81.293,308.6329545
43.383,-80.317,357.4470455
45.232,-81.59,310.865
43.486,-79.976,355.9597727
42.973,-79.736,355.8977273
45.135,-76.138,368.4225
45.041,-78.692,386.0059091
42.741,-76.745,359.0790909
43.618,-79.383,297.6975
46.018,-77.443,363.5713636
47.838,-83.402,378.5561364
48.75,-93.993,393.9893182
44.504,-76.037,357.6952273
44.539,-76.036,360.0720455
42.4,-82.183,344.6147727
42.408,-82.182,345.4929545
35.552,-83.493,722.4968182
44.502,-80.217,330.8565909
43.583,-79.621,307.6954545
43.258,-79.919,306.73
43.872,-78.775,322.6318182
42.852,-80.489,361.2586364
45.187,-81.59,301.1722727
45.233,-78.883,418.2797727
43.267,-79.933,301.3777273
